,Id_recorrido,nombre_estacion_origen,hora_origen
1440,17427111BAEcobici,169 - FACULTAD DE PSICOLOGIA,11
1441,17665334BAEcobici,122 - COSTA RICA,12
1442,17648827BAEcobici,137 - AZOPARDO Y CHILE,8
1443,17410794BAEcobici,073 - Ruy Díaz de Guzmán,19
1444,17465585BAEcobici,335 - General Urquiza,11
1445,17463320BAEcobici,252 - Tamborini,7
1446,17607499BAEcobici,350 - Plaza Irlanda,9
1447,17678235BAEcobici,248 - Husares,14
1448,17472212BAEcobici,250 - Fleni,19
1449,17532674BAEcobici,091 - Pasco,7
1450,17501913BAEcobici,181 - BILLINGHURST Y MANSILLA,16
1451,17455264BAEcobici,345 - Plaza Mafalda,15
1452,17397945BAEcobici,290 - Club Excursionistas,18
1453,17565899BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,21
1454,17440095BAEcobici,340 - PLAZA NUEVA POMPEYA,11
1455,17451612BAEcobici,350 - Plaza Irlanda,9
1456,17445591BAEcobici,352 - San Jose de Flores,18
1457,17604408BAEcobici,146 - Hospital Francés,23
1458,17461800BAEcobici,245 - COSTANERA NORTE,0
1459,17479290BAEcobici,221 - CULPINA,12
1460,17385225BAEcobici,255 - BARRANCAS DE BELGRANO,18
1461,17637213BAEcobici,240 - ECHEVERRIA,11
1462,17544049BAEcobici,287 - Belaustegui,0
1463,17430676BAEcobici,237 - Madero Office,17
1464,17498678BAEcobici,097 - Avelino Diaz,10
1465,17457550BAEcobici,104 - Federico Lacroze,18
1466,17412212BAEcobici,146 - Hospital Francés,22
1467,17680558BAEcobici,150 - RODRIGO BUENO,17
1468,17527660BAEcobici,266 - PLAZA SABATTINI,17
1469,17481298BAEcobici,215 - HOSPITAL ALVAREZ,16
1470,17474980BAEcobici,030 - Peña,0
1471,17667078BAEcobici,187 - Jose Maria Moreno,15
1472,17433432BAEcobici,085 - AGUERO,20
1473,17495164BAEcobici,242 - Plazoleta Rafael del Riego,22
1474,17494775BAEcobici,344 - UNIVERSIDAD DI TELLA,21
1475,17697506BAEcobici,307 - CERRETTI,22
1476,17643033BAEcobici,054 - Acuña de Figueroa,18
1477,17381504BAEcobici,093 - CARLOS CALVO,13
1478,17504490BAEcobici,191 - Rivadavia y 9 de Julio,18
1479,17517002BAEcobici,393 - Barrio 31,19
1480,17531354BAEcobici,171 - Pasteur,23
1481,17514647BAEcobici,227 -Club Ciudad de Buenos Aires,16
1482,17455336BAEcobici,206 - Galicia,15
1483,17608838BAEcobici,182 - RAVIGNANI Y GUATEMALA,11
1484,17382344BAEcobici,280 - JURAMENTO,14
1485,17486611BAEcobici,383 - BOEDO Y VENEZUELA,1
1486,17534059BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,9
1487,17619687BAEcobici,128 - PARQUE DEL BAJO,13
1488,17439837BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,11
1489,17631698BAEcobici,301 - Arregui Y Terrada,19
1490,17516295BAEcobici,104 - Federico Lacroze,18
1491,17539147BAEcobici,183 - VIRREY CEVALLOS,17
1492,17414383BAEcobici,270 - PLAZA DEL ANGEL GRIS,10
1493,17654379BAEcobici,097 - Avelino Diaz,16
1494,17400561BAEcobici,009 - Parque Las Heras,23
1495,17567690BAEcobici,220 - PLAZA FELIX LIMA,8
1496,17493922BAEcobici,156 - Plaza Alemania,18
1497,17531396BAEcobici,015 - AMENABAR,23
1498,17399518BAEcobici,166 - Cementerio de Recoleta,20
1499,17657428BAEcobici,147 - Constitución,19
1500,17460906BAEcobici,347 - CARABOBO,22
1501,17386280BAEcobici,044 - Ecoparque,19
1502,17622154BAEcobici,054 - Acuña de Figueroa,20
1503,17642439BAEcobici,171 - Pasteur,18
1504,17579871BAEcobici,116 - HOSPITAL ALEMÁN,7
1505,17614042BAEcobici,025 - Plaza Guemes,18
1506,17498070BAEcobici,249 - Balbín,9
1507,17395341BAEcobici,200 - AUSTRIA Y FRENCH,15
1508,17554724BAEcobici,001 - FACULTAD DE DERECHO,20
1509,17527413BAEcobici,007 - OBELISCO,17
1510,17691787BAEcobici,231 - Margariños Cervantes,15
1511,17691225BAEcobici,203 - Beiro,14
1512,17381458BAEcobici,037- Claudia Pía Braudracco,13
1513,17547992BAEcobici,152 - JULIETA LANTERI,10
1514,17604060BAEcobici,335 - General Urquiza,22
1515,17515503BAEcobici,174 - MINISTERIO DE EDUCACION,17
1516,17596255BAEcobici,146 - Hospital Francés,12
1517,17477454BAEcobici,006 - Parque Lezama,9
1518,17559313BAEcobici,333 - PARQUE DE LA ESTACIÓN,16
1519,17552391BAEcobici,009 - Parque Las Heras,17
1520,17684014BAEcobici,008 - Congreso,20
1521,17655198BAEcobici,097 - Avelino Diaz,17
1522,17472882BAEcobici,105 - PARQUE SAAVEDRA,20
1523,17379568BAEcobici,071 - CERRITO,9
1524,17580841BAEcobici,262 - Holmberg,9
1525,17425160BAEcobici,289 - MONTAÑESES,8
1526,17532329BAEcobici,032 - Catedral,6
1527,17446228BAEcobici,347 - CARABOBO,19
1528,17624643BAEcobici,079 - AZUCENA VILLAFLOR,14
1529,17426986BAEcobici,120 - HOSPITAL RAMOS MEJIA,11
1530,17503917BAEcobici,035 - INGENIERO BUTTY,18
1531,17693734BAEcobici,106 - MOSCONI Y CONSTITUYENTES,17
1532,17444081BAEcobici,025 - Plaza Guemes,17
1533,17378881BAEcobici,030 - Peña,8
1534,17497298BAEcobici,137 - AZOPARDO Y CHILE,7
1535,17471784BAEcobici,253 - Plaza Colegiales,19
1536,17684480BAEcobici,128 - PARQUE DEL BAJO,21
1537,17637253BAEcobici,127 - PLAZA LEONARDO N. ALEM,12
1538,17465344BAEcobici,285 - ESPINOSA,10
1539,17610116BAEcobici,098 - BENITO JUAREZ,13
1540,17616498BAEcobici,069 - Ecuador,22
1541,17680566BAEcobici,059 - Coronel Diaz,17
1542,17377048BAEcobici,120 - HOSPITAL RAMOS MEJIA,6
1543,17634240BAEcobici,147 - Constitución,7
1544,17481992BAEcobici,281 - Villa Urquiza,17
1545,17578399BAEcobici,084 - TEATRO PICADERO,0
1546,17650732BAEcobici,295 - SUPERÍ,11
1547,17435722BAEcobici,012 - Plaza Vicente Lopez,0
1548,17690363BAEcobici,219 - Parque Chacabuco II,13
1549,17534249BAEcobici,223 - GAINZA,9
1550,17497384BAEcobici,200 - AUSTRIA Y FRENCH,8
1551,17449065BAEcobici,121 - YATAY,0
1552,17574435BAEcobici,125 - F.J.Santamaria de Oro,18
1553,17396656BAEcobici,089 - Cabello,17
1554,17598999BAEcobici,345 - Plaza Mafalda,16
1555,17451872BAEcobici,328 - SARMIENTO II,9
1556,17694796BAEcobici,360 - Plaza Ramon Falcon,18
1557,17404740BAEcobici,267 - Plaza 25 De Agosto,10
1558,17644759BAEcobici,075 - Plaza Primero de Mayo,20
1559,17377903BAEcobici,260 - SAN MIGUEL DE GARICOITS,7
1560,17463503BAEcobici,167 - Hipólito Yrigoyen,7
1561,17682896BAEcobici,161 - Humahuaca,19
1562,17443300BAEcobici,279 - PLAZA MONTE CASTRO,16
1563,17466366BAEcobici,282 - Tronador,12
1564,17516098BAEcobici,156 - Plaza Alemania,18
1565,17492739BAEcobici,054 - Acuña de Figueroa,12
1566,17580492BAEcobici,010 - Madero UCA,8
1567,17377226BAEcobici,292 - PLAZA BOLIVIA,6
1568,17417118BAEcobici,014 - Pacifico,22
1569,17461836BAEcobici,288 - SECRETARÍA DE DEPORTES,1
1570,17476785BAEcobici,171 - Pasteur,8
1571,17616294BAEcobici,058 - Ministro Carranza,21
1572,17657925BAEcobici,301 - Arregui Y Terrada,19
1573,17665765BAEcobici,084 - TEATRO PICADERO,13
1574,17424999BAEcobici,208 - NICASIO OROÑO,8
1575,17426812BAEcobici,158 - VILLARROEL,11
1576,17660529BAEcobici,117 - HUMBERTO 1°,0
1577,17438390BAEcobici,069 - Ecuador,9
1578,17690660BAEcobici,174 - MINISTERIO DE EDUCACION,13
1579,17463721BAEcobici,272 - Plaza Bruno Giordano,8
1580,17665361BAEcobici,120 - HOSPITAL RAMOS MEJIA,12
1581,17525817BAEcobici,113 - Guatemala,15
1582,17688916BAEcobici,128 - PARQUE DEL BAJO,10
1583,17568715BAEcobici,061 - Ministerio de Economia,9
1584,17678317BAEcobici,028 - Plaza de la Bandera,14
1585,17600217BAEcobici,251 - Solar de la Abadía,17
1586,17666834BAEcobici,091 - Pasco,14
1587,17663117BAEcobici,005 - Plaza Italia,8
1588,17464791BAEcobici,027 - Montevideo,9
1589,17643829BAEcobici,044 - Ecoparque,19
1590,17508837BAEcobici,014 - Pacifico,6
1591,17400658BAEcobici,002 - Retiro I,23
1592,17492928BAEcobici,105 - PARQUE SAAVEDRA,13
1593,17500315BAEcobici,335 - General Urquiza,13
1594,17493487BAEcobici,255 - BARRANCAS DE BELGRANO,16
1595,17387220BAEcobici,089 - Cabello,20
1596,17510111BAEcobici,094 - GÚZMAN,8
1597,17585338BAEcobici,001 - FACULTAD DE DERECHO,15
1598,17563775BAEcobici,156 - Plaza Alemania,14
1599,17514462BAEcobici,273 - Plazoleta Colombia,16
1600,17659514BAEcobici,107 - HOSPITAL GARRAHAN,22
1601,17620011BAEcobici,091 - Pasco,14
1602,17481984BAEcobici,328 - SARMIENTO II,17
1603,17551518BAEcobici,057 - BELGRANO,16
1604,17689131BAEcobici,397 - PARQUE SANTOJANNI,11
1605,17578437BAEcobici,261 - QUINTEROS LIDORO,0
1606,17572642BAEcobici,247 - PLAZA LUCIO DEMARE,16
1607,17492969BAEcobici,173 - EL LIBERTADOR,14
1608,17531668BAEcobici,151 - AIME PAINÉ,1
1609,17574570BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,18
1610,17542507BAEcobici,017 - Plaza Almagro,21
1611,17684913BAEcobici,160 - Godoy Cruz y Libertador,22
1612,17663553BAEcobici,075 - Plaza Primero de Mayo,9
1613,17428152BAEcobici,080 - VALLE,13
1614,17683816BAEcobici,003 - ADUANA,20
1615,17633176BAEcobici,168 - Estados Unidos,1
1616,17584622BAEcobici,094 - GÚZMAN,14
1617,17481071BAEcobici,045 - Uruguay,15
1618,17587718BAEcobici,289 - MONTAÑESES,18
1619,17577860BAEcobici,003 - ADUANA,22
1620,17451060BAEcobici,005 - Plaza Italia,8
1621,17404389BAEcobici,112 - 9 de Julio,9
1622,17678256BAEcobici,169 - FACULTAD DE PSICOLOGIA,14
1623,17485452BAEcobici,065 - Julián Álvarez,21
1624,17622707BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,23
1625,17614923BAEcobici,014 - Pacifico,19
1626,17499187BAEcobici,128 - PARQUE DEL BAJO,11
1627,17637509BAEcobici,289 - MONTAÑESES,12
1628,17435077BAEcobici,107 - HOSPITAL GARRAHAN,22
1629,17661142BAEcobici,060 - 25 De Mayo,5
1630,17403765BAEcobici,016 - Legislatura,8
1631,17560462BAEcobici,075 - Plaza Primero de Mayo,19
1632,17627627BAEcobici,093 - CARLOS CALVO,0
1633,17504378BAEcobici,258 - Plaza J.J. Paso,18
1634,17637313BAEcobici,166 - Cementerio de Recoleta,12
1635,17594585BAEcobici,100 - Plaza Gurruchaga,9
1636,17630175BAEcobici,083 - Paraná,15
1637,17426786BAEcobici,161 - Humahuaca,11
1638,17667842BAEcobici,276 - PRIMERA JUNTA,16
1639,17594240BAEcobici,279 - PLAZA MONTE CASTRO,9
1640,17393484BAEcobici,147 - Constitución,12
1641,17525668BAEcobici,099 - Malabia,15
1642,17407042BAEcobici,086 - SAAVEDRA,14
1643,17678130BAEcobici,099 - Malabia,13
1644,17551862BAEcobici,325 - MEDRANO,17
1645,17401301BAEcobici,178 - José Marmol,1
1646,17587675BAEcobici,010 - Madero UCA,18
1647,17671237BAEcobici,205 - SAN MARTIN,20
1648,17515575BAEcobici,301 - Arregui Y Terrada,17
1649,17650989BAEcobici,137 - AZOPARDO Y CHILE,12
1650,17536464BAEcobici,179 - CASA SAN,13
1651,17410346BAEcobici,118 - MEXICO,19
1652,17418591BAEcobici,085 - AGUERO,8
1653,17541296BAEcobici,225 - HOSPITAL TORNU,19
1654,17497678BAEcobici,148 -La Paternal,8
1655,17515833BAEcobici,099 - Malabia,17
1656,17674685BAEcobici,383 - BOEDO Y VENEZUELA,8
1657,17428158BAEcobici,051 - TUCUMAN,13
1658,17412446BAEcobici,292 - PLAZA BOLIVIA,23
1659,17687590BAEcobici,074 - INSTITUTO LELOIR,8
1660,17497777BAEcobici,116 - HOSPITAL ALEMÁN,8
1661,17606406BAEcobici,381 - Matienzo Y Arce,8
1662,17431402BAEcobici,149 - LIMA,18
1663,17391759BAEcobici,146 - Hospital Francés,8
1664,17678112BAEcobici,129 - Velasco,13
1665,17505504BAEcobici,179 - CASA SAN,20
1666,17567957BAEcobici,032 - Catedral,8
1667,17462868BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,7
1668,17479306BAEcobici,273 - Plazoleta Colombia,12
1669,17680409BAEcobici,025 - Plaza Guemes,16
1670,17642182BAEcobici,075 - Plaza Primero de Mayo,17
1671,17648542BAEcobici,121 - YATAY,8
1672,17454038BAEcobici,261 - QUINTEROS LIDORO,13
1673,17476903BAEcobici,179 - CASA SAN,8
1674,17506283BAEcobici,107 - HOSPITAL GARRAHAN,21
1675,17663999BAEcobici,174 - MINISTERIO DE EDUCACION,10
1676,17640642BAEcobici,018 - Independencia,16
1677,17376242BAEcobici,124 - UGARTECHE,1
1678,17515581BAEcobici,121 - YATAY,17
1679,17406117BAEcobici,133 - BEIRO Y SEGUROLA,13
1680,17520813BAEcobici,177 -PLANETARIO,6
1681,17580719BAEcobici,091 - Pasco,8
1682,17568222BAEcobici,131- HOSPITAL DE CLÍNICAS,9
1683,17697745BAEcobici,166 - Cementerio de Recoleta,23
1684,17668772BAEcobici,005 - Plaza Italia,17
1685,17618958BAEcobici,374 - Puan,11
1686,17386334BAEcobici,377 - CIUDAD UNIVERSITARIA III,19
1687,17572637BAEcobici,066 - Billinghurst,16
1688,17435928BAEcobici,030 - Peña,1
1689,17648745BAEcobici,175 - PLAZA MACKENNA,8
1690,17502701BAEcobici,164 - FACULTAD DE INGENIERIA,17
1691,17655055BAEcobici,325 - MEDRANO,17
1692,17528403BAEcobici,396 - PLAZA ALBERTI,18
1693,17461549BAEcobici,031 - Padilla,0
1694,17554048BAEcobici,374 - Puan,19
1695,17596260BAEcobici,237 - Madero Office,12
1696,17668247BAEcobici,256 - PLAZA NORUEGA,16
1697,17654010BAEcobici,163 - ONCE II,16
1698,17671209BAEcobici,177 -PLANETARIO,19
1699,17645045BAEcobici,135 - MARCELO T. DE ALVEAR,20
1700,17530770BAEcobici,300 - Jose Artigas,22
1701,17589209BAEcobici,259 - PLAZA CASTELLI,19
1702,17554946BAEcobici,124 - UGARTECHE,21
1703,17581003BAEcobici,137 - AZOPARDO Y CHILE,9
1704,17384613BAEcobici,182 - RAVIGNANI Y GUATEMALA,17
1705,17631818BAEcobici,227 -Club Ciudad de Buenos Aires,19
1706,17536913BAEcobici,024 - ALSINA,14
1707,17465574BAEcobici,087 - Guayaquil,11
1708,17412648BAEcobici,149 - LIMA,23
1709,17677314BAEcobici,171 - Pasteur,12
1710,17643857BAEcobici,103 - MALBA,19
1711,17378037BAEcobici,146 - Hospital Francés,7
1712,17384112BAEcobici,263 - Plaza Echeverria,17
1713,17465784BAEcobici,203 - Beiro,11
1714,17623967BAEcobici,396 - PLAZA ALBERTI,11
1715,17594196BAEcobici,244 - UADE,9
1716,17387843BAEcobici,394 - Av. La Plata,21
1717,17609452BAEcobici,098 - BENITO JUAREZ,12
1718,17480129BAEcobici,082 - HOSPITAL ITALIANO,14
1719,17633427BAEcobici,156 - Plaza Alemania,2
1720,17456760BAEcobici,152 - JULIETA LANTERI,17
1721,17623294BAEcobici,381 - Matienzo Y Arce,5
1722,17402428BAEcobici,264 - Plaza Marcos Sastre,6
1723,17474450BAEcobici,350 - Plaza Irlanda,23
1724,17634983BAEcobici,178 - José Marmol,8
1725,17680346BAEcobici,388 - Plaza Jose C Paz,16
1726,17514032BAEcobici,373 - Jorgelina De Simone,15
1727,17559162BAEcobici,218 - Campana,16
1728,17539470BAEcobici,137 - AZOPARDO Y CHILE,17
1729,17536508BAEcobici,359 - PLAZA BALCARCE,13
1730,17680192BAEcobici,189 - POSADAS,16
1731,17399551BAEcobici,142 - ARMENIA,21
1732,17615654BAEcobici,167 - Hipólito Yrigoyen,20
1733,17567713BAEcobici,061 - Ministerio de Economia,8
1734,17598995BAEcobici,346 - Plaza Zapiola,16
1735,17611201BAEcobici,160 - Godoy Cruz y Libertador,15
1736,17643066BAEcobici,124 - UGARTECHE,18
1737,17602673BAEcobici,103 - MALBA,20
1738,17443543BAEcobici,066 - Billinghurst,17
1739,17697303BAEcobici,160 - Godoy Cruz y Libertador,22
1740,17631145BAEcobici,107 - HOSPITAL GARRAHAN,17
1741,17584227BAEcobici,033 - Facultad de Medicina,14
1742,17659818BAEcobici,117 - HUMBERTO 1°,22
1743,17532304BAEcobici,022 - Arenales,6
1744,17473588BAEcobici,281 - Villa Urquiza,21
1745,17458367BAEcobici,014 - Pacifico,18
1746,17619830BAEcobici,064 - RIOBAMBA,14
1747,17581223BAEcobici,137 - AZOPARDO Y CHILE,9
1748,17602052BAEcobici,080 - VALLE,19
1749,17518418BAEcobici,276 - PRIMERA JUNTA,20
1750,17679155BAEcobici,223 - GAINZA,15
1751,17656907BAEcobici,378 - AGRONOMIA,18
1752,17425525BAEcobici,033 - Facultad de Medicina,8
1753,17446446BAEcobici,001 - FACULTAD DE DERECHO,19
1754,17664914BAEcobici,184 - Pedro Echague,11
1755,17484934BAEcobici,327 - PLAZA RICCHERI,20
1756,17644818BAEcobici,044 - Ecoparque,20
1757,17571998BAEcobici,063 - Reconquista,15
1758,17463344BAEcobici,219 - Parque Chacabuco II,7
1759,17475421BAEcobici,070 - ARAOZ,2
1760,17667502BAEcobici,292 - PLAZA BOLIVIA,15
1761,17551282BAEcobici,098 - BENITO JUAREZ,16
1762,17525596BAEcobici,014 - Pacifico,15
1763,17593611BAEcobici,084 - TEATRO PICADERO,8
1764,17483670BAEcobici,280 - JURAMENTO,18
1765,17488740BAEcobici,071 - CERRITO,14
1766,17493892BAEcobici,009 - Parque Las Heras,18
1767,17673694BAEcobici,079 - AZUCENA VILLAFLOR,7
1768,17691843BAEcobici,054 - Acuña de Figueroa,15
1769,17681623BAEcobici,305 - Plaza Martin Rodriguez,18
1770,17587992BAEcobici,093 - CARLOS CALVO,18
1771,17400716BAEcobici,028 - Plaza de la Bandera,23
1772,17660915BAEcobici,285 - ESPINOSA,2
1773,17449052BAEcobici,074 - INSTITUTO LELOIR,0
1774,17681900BAEcobici,188 - Aranguren,18
1775,17431344BAEcobici,178 - José Marmol,18
1776,17492424BAEcobici,289 - MONTAÑESES,10
1777,17577504BAEcobici,168 - Estados Unidos,21
1778,17451848BAEcobici,083 - Paraná,9
1779,17440502BAEcobici,128 - PARQUE DEL BAJO,12
1780,17447486BAEcobici,352 - San Jose de Flores,21
1781,17478729BAEcobici,094 - GÚZMAN,11
1782,17569734BAEcobici,104 - Federico Lacroze,11
1783,17532112BAEcobici,163 - ONCE II,5
1784,17604582BAEcobici,036 - MAIPÚ,0
1785,17626599BAEcobici,219 - Parque Chacabuco II,19
1786,17606549BAEcobici,148 -La Paternal,8
1787,17638152BAEcobici,254 - Plaza Rafael Hernandez,13
1788,17479043BAEcobici,045 - Uruguay,12
1789,17404796BAEcobici,014 - Pacifico,10
1790,17443386BAEcobici,216 - EMILIO LAMARCA,16
1791,17500996BAEcobici,079 - AZUCENA VILLAFLOR,14
1792,17465899BAEcobici,026 - JUANA MANSO I,11
1793,17483107BAEcobici,066 - Billinghurst,18
1794,17680050BAEcobici,025 - Plaza Guemes,16
1795,17514342BAEcobici,152 - JULIETA LANTERI,16
1796,17434376BAEcobici,227 -Club Ciudad de Buenos Aires,21
1797,17549649BAEcobici,133 - BEIRO Y SEGUROLA,13
1798,17628603BAEcobici,181 - BILLINGHURST Y MANSILLA,8
1799,17674138BAEcobici,172 - BRASIL,7
1800,17469260BAEcobici,147 - Constitución,16
1801,17634781BAEcobici,227 -Club Ciudad de Buenos Aires,8
1802,17431883BAEcobici,345 - Plaza Mafalda,18
1803,17386921BAEcobici,333 - PARQUE DE LA ESTACIÓN,20
1804,17680920BAEcobici,144 - PUEYRREDÓN,17
1805,17552971BAEcobici,220 - PLAZA FELIX LIMA,18
1806,17392936BAEcobici,113 - Guatemala,11
1807,17685350BAEcobici,132 - CORRIENTES,0
1808,17457279BAEcobici,251 - Solar de la Abadía,17
1809,17641931BAEcobici,085 - AGUERO,17
1810,17428035BAEcobici,182 - RAVIGNANI Y GUATEMALA,13
1811,17505602BAEcobici,035 - INGENIERO BUTTY,20
1812,17597573BAEcobici,069 - Ecuador,14
1813,17468709BAEcobici,248 - Husares,16
1814,17396392BAEcobici,032 - Catedral,17
1815,17682033BAEcobici,018 - Independencia,18
1816,17693268BAEcobici,352 - San Jose de Flores,16
1817,17387967BAEcobici,071 - CERRITO,21
1818,17447411BAEcobici,009 - Parque Las Heras,21
1819,17486546BAEcobici,159 - Fitz Roy & Gorriti,1
1820,17631065BAEcobici,164 - FACULTAD DE INGENIERIA,17
1821,17644520BAEcobici,174 - MINISTERIO DE EDUCACION,20
1822,17643771BAEcobici,390 - De Los Ombues,19
1823,17391561BAEcobici,335 - General Urquiza,8
1824,17620578BAEcobici,399 - GARCIA DEL RIO,16
1825,17452236BAEcobici,079 - AZUCENA VILLAFLOR,10
1826,17623045BAEcobici,056 - Plaza Palermo Viejo,1
1827,17522192BAEcobici,091 - Pasco,8
1828,17598437BAEcobici,035 - INGENIERO BUTTY,15
1829,17626520BAEcobici,044 - Ecoparque,19
1830,17388116BAEcobici,041 - PARQUE PATRICIOS II,21
1831,17423932BAEcobici,054 - Acuña de Figueroa,6
1832,17390030BAEcobici,164 - FACULTAD DE INGENIERIA,6
1833,17552297BAEcobici,029 - Parque Centenario,17
1834,17650690BAEcobici,120 - HOSPITAL RAMOS MEJIA,11
1835,17388351BAEcobici,066 - Billinghurst,22
1836,17378982BAEcobici,130 - RETIRO II,9
1837,17548681BAEcobici,219 - Parque Chacabuco II,12
1838,17659980BAEcobici,045 - Uruguay,23
1839,17660007BAEcobici,366 - VILLA OLÍMPICA,23
1840,17691561BAEcobici,025 - Plaza Guemes,14
1841,17501200BAEcobici,075 - Plaza Primero de Mayo,15
1842,17467153BAEcobici,147 - Constitución,13
1843,17466847BAEcobici,145 - RAVIGNANI,13
1844,17635085BAEcobici,268 - Plaza Aristóbulo Del Valle,8
1845,17671542BAEcobici,085 - AGUERO,20
1846,17465308BAEcobici,124 - UGARTECHE,10
1847,17405638BAEcobici,091 - Pasco,12
1848,17635759BAEcobici,037- Claudia Pía Braudracco,9
1849,17644841BAEcobici,135 - MARCELO T. DE ALVEAR,20
1850,17451882BAEcobici,146 - Hospital Francés,9
1851,17584652BAEcobici,256 - PLAZA NORUEGA,14
1852,17483221BAEcobici,169 - FACULTAD DE PSICOLOGIA,18
1853,17380483BAEcobici,030 - Peña,11
1854,17506712BAEcobici,388 - Plaza Jose C Paz,21
1855,17514820BAEcobici,255 - BARRANCAS DE BELGRANO,16
1856,17432681BAEcobici,144 - PUEYRREDÓN,19
1857,17636325BAEcobici,348 - Villa del Parque,10
1858,17603793BAEcobici,172 - BRASIL,21
1859,17399505BAEcobici,285 - ESPINOSA,20
1860,17452419BAEcobici,023 - Suipacha,10
1861,17696146BAEcobici,327 - PLAZA RICCHERI,19
1862,17411483BAEcobici,075 - Plaza Primero de Mayo,20
1863,17459961BAEcobici,248 - Husares,20
1864,17547806BAEcobici,256 - PLAZA NORUEGA,10
1865,17512722BAEcobici,164 - FACULTAD DE INGENIERIA,13
1866,17383336BAEcobici,298 - PLAZA DR. JUAN B. TERAN,16
1867,17521669BAEcobici,103 - MALBA,7
1868,17399420BAEcobici,014 - Pacifico,20
1869,17503848BAEcobici,172 - BRASIL,18
1870,17425388BAEcobici,022 - Arenales,8
1871,17615012BAEcobici,025 - Plaza Guemes,19
1872,17456698BAEcobici,001 - FACULTAD DE DERECHO,17
1873,17574382BAEcobici,137 - AZOPARDO Y CHILE,18
1874,17607612BAEcobici,164 - FACULTAD DE INGENIERIA,9
1875,17590016BAEcobici,189 - POSADAS,20
1876,17520273BAEcobici,117 - HUMBERTO 1°,1
1877,17502364BAEcobici,245 - COSTANERA NORTE,16
1878,17540731BAEcobici,027 - Montevideo,19
1879,17592582BAEcobici,186 - MANZANA 66,7
1880,17562934BAEcobici,191 - Rivadavia y 9 de Julio,10
1881,17507964BAEcobici,140 - Las Casas,1
1882,17399242BAEcobici,102 - ROSETI,20
1883,17630178BAEcobici,255 - BARRANCAS DE BELGRANO,15
1884,17470766BAEcobici,145 - RAVIGNANI,18
1885,17604011BAEcobici,018 - Independencia,22
1886,17682156BAEcobici,046 - Chile,18
1887,17574971BAEcobici,129 - Velasco,18
1888,17456220BAEcobici,231 - Margariños Cervantes,16
1889,17579465BAEcobici,370 - Beauchef,7
1890,17401925BAEcobici,066 - Billinghurst,4
1891,17529010BAEcobici,335 - General Urquiza,19
1892,17508651BAEcobici,023 - Suipacha,6
1893,17551691BAEcobici,082 - HOSPITAL ITALIANO,16
1894,17508276BAEcobici,024 - ALSINA,4
1895,17614573BAEcobici,055 - HABANA,18
1896,17587351BAEcobici,061 - Ministerio de Economia,17
1897,17688329BAEcobici,113 - Guatemala,9
1898,17651519BAEcobici,071 - CERRITO,12
1899,17596475BAEcobici,161 - Humahuaca,13
1900,17635795BAEcobici,330 - Parque Avellaneda,9
1901,17516510BAEcobici,009 - Parque Las Heras,18
1902,17538417BAEcobici,334 - CENTRO DE EXPOSICIONES,16
1903,17380451BAEcobici,132 - CORRIENTES,11
1904,17507762BAEcobici,017 - Plaza Almagro,0
1905,17567681BAEcobici,025 - Plaza Guemes,8
1906,17543889BAEcobici,144 - PUEYRREDÓN,0
1907,17691869BAEcobici,086 - SAAVEDRA,15
1908,17454889BAEcobici,030 - Peña,15
1909,17625492BAEcobici,393 - Barrio 31,16
1910,17675517BAEcobici,024 - ALSINA,9
1911,17591990BAEcobici,191 - Rivadavia y 9 de Julio,2
1912,17550958BAEcobici,322 - MARTÍ Y DIRECTORIO,15
1913,17568551BAEcobici,205 - SAN MARTIN,9
1914,17519596BAEcobici,153 - JUAN MANUEL DE BLANES,23
1915,17433276BAEcobici,131- HOSPITAL DE CLÍNICAS,19
1916,17453303BAEcobici,126 - Ministerio de Justicia y Seguridad,12
1917,17406276BAEcobici,280 - JURAMENTO,13
1918,17465711BAEcobici,232 - Sucre y Martinez,11
1919,17639252BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,14
1920,17396026BAEcobici,083 - Paraná,16
1921,17419482BAEcobici,137 - AZOPARDO Y CHILE,12
1922,17562047BAEcobici,009 - Parque Las Heras,2
1923,17584328BAEcobici,065 - Julián Álvarez,14
1924,17449966BAEcobici,079 - AZUCENA VILLAFLOR,6
1925,17660231BAEcobici,159 - Fitz Roy & Gorriti,23
1926,17607932BAEcobici,008 - Congreso,10
1927,17394171BAEcobici,159 - Fitz Roy & Gorriti,13
1928,17606749BAEcobici,005 - Plaza Italia,8
1929,17457008BAEcobici,171 - Pasteur,17
1930,17691785BAEcobici,066 - Billinghurst,15
1931,17672191BAEcobici,080 - VALLE,22
1932,17659192BAEcobici,186 - MANZANA 66,21
1933,17601363BAEcobici,365 - Venancio Flores,18
1934,17476275BAEcobici,023 - Suipacha,7
1935,17564463BAEcobici,117 - HUMBERTO 1°,16
1936,17600865BAEcobici,135 - MARCELO T. DE ALVEAR,18
1937,17536932BAEcobici,290 - Club Excursionistas,14
